Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2011","2011","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2011","2011","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2011","2011","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2012","2012","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2012","2012","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2012","2012","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2013","2013","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2013","2013","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2013","2013","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2014","2014","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2014","2014","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2014","2014","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2015","2015","1000 ha","70.7","X","Figure from external organization",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2015","2015","million t","2.42","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2015","2015","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2016","2016","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2016","2016","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2016","2016","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2017","2017","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2017","2017","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2017","2017","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2018","2018","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2018","2018","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2018","2018","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2019","2019","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2019","2019","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2019","2019","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2020","2020","1000 ha","70.7","X","Figure from external organization",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2020","2020","million t","2.42","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2020","2020","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2021","2021","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2021","2021","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2021","2021","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2022","2022","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2022","2022","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2022","2022","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2023","2023","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2023","2023","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7209","Share in Land area","6646","Forest land","2023","2023","%","0.8","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2024","2024","1000 ha","70.7","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2024","2024","million t","2.42","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6646","Forest land","2025","2025","1000 ha","70.7","X","Figure from external organization",""
"RL","Land Use","400","Jordan","72151","Carbon stock in living biomass","6646","Forest land","2025","2025","million t","2.42","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","40.86","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2010","2010","%","57.79","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2011","2011","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2012","2012","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2013","2013","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2014","2014","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","40.86","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2015","2015","%","57.79","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2016","2016","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2017","2017","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2018","2018","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","40.86","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2019","2019","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","40.86","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2020","2020","%","57.79","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","40.856","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2021","2021","%","57.79","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","40.852","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2022","2022","%","57.78","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","40.848","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2023","2023","%","57.78","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","40.844","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2024","2024","%","57.77","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","40.84","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6717","Naturally regenerating forest","2025","2025","%","57.77","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2010","2010","1000 ha","20","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2011","2011","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2012","2012","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2013","2013","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2014","2014","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2015","2015","1000 ha","20","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2016","2016","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2017","2017","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2018","2018","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2019","2019","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2020","2020","1000 ha","20","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2021","2021","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2022","2022","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2023","2023","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2024","2024","1000 ha","20","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6714","Primary Forest","2025","2025","1000 ha","20","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2010","2010","1000 ha","29.84","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2010","2010","%","42.21","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2011","2011","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2011","2011","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2012","2012","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2012","2012","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2013","2013","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2013","2013","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2014","2014","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2014","2014","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2015","2015","1000 ha","29.84","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2015","2015","%","42.21","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2016","2016","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2016","2016","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2017","2017","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2017","2017","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2018","2018","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2018","2018","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2019","2019","1000 ha","29.84","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2019","2019","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2020","2020","1000 ha","29.84","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2020","2020","%","42.21","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2021","2021","1000 ha","29.844","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2021","2021","%","42.21","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2022","2022","1000 ha","29.848","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2022","2022","%","42.22","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2023","2023","1000 ha","29.852","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2023","2023","%","42.22","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2024","2024","1000 ha","29.856","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2024","2024","%","42.23","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6716","Planted Forest","2025","2025","1000 ha","29.86","X","Figure from external organization",""
"RL","Land Use","400","Jordan","7210","Share in Forest land","6716","Planted Forest","2025","2025","%","42.23","X","Figure from external organization",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2010","2010","1000 ha","1.47","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2010","2010","%","0.15","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2011","2011","1000 ha","2.6","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2011","2011","%","0.26","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2012","2012","1000 ha","2.9","A","Official figure",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2012","2012","%","0.28","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2013","2013","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2013","2013","%","0.27","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2014","2014","1000 ha","2.4","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2014","2014","%","0.23","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","1.71","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2015","2015","%","0.16","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2016","2016","1000 ha","1.52","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2016","2016","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2017","2017","1000 ha","1.45","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2017","2017","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2018","2018","1000 ha","1.45","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2019","2019","1000 ha","1.45","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2019","2019","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2020","2020","1000 ha","1.45","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2020","2020","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","1.45","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2021","2021","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2022","2022","1000 ha","1.478","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2022","2022","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6671","Agriculture area under organic agric.","2023","2023","1000 ha","1.463","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2023","2023","%","0.14","E","Estimated value",""
"RL","Land Use","400","Jordan","5110","Area","6672","Agriculture area certified organic","2011","2011","1000 ha","2.6","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6672","Agriculture area certified organic","2023","2023","1000 ha","1.463","I","Value imputed by a receiving agency",""
"RL","Land Use","400","Jordan","5110","Area","6774","Cropland area under protective cover","2018","2018","1000 ha","3.8","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6774","Cropland area under protective cover","2019","2019","1000 ha","4.4","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6774","Cropland area under protective cover","2020","2020","1000 ha","2.9","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6774","Cropland area under protective cover","2021","2021","1000 ha","3.6","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6774","Cropland area under protective cover","2022","2022","1000 ha","3.8","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6774","Cropland area under protective cover","2023","2023","1000 ha","4.6","A","Official figure",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2010","2010","1000 ha","217161.8","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2011","2011","1000 ha","216988.5","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2012","2012","1000 ha","217012.1","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2013","2013","1000 ha","216994.1","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2014","2014","1000 ha","216799.4","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2015","2015","1000 ha","216259.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2016","2016","1000 ha","216242.1","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2017","2017","1000 ha","216213.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2018","2018","1000 ha","216036.1","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2019","2019","1000 ha","213974.3","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2020","2020","1000 ha","214149.2","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2021","2021","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2022","2022","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6602","Agriculture","2023","2023","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2010","2010","1000 ha","217161.8","A","Official figure",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2010","2010","%","80.44","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2010","2010","USD_PPP/ha","52.15","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2011","2011","1000 ha","216988.5","A","Official figure",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2011","2011","%","80.38","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2011","2011","USD_PPP/ha","70.32","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2012","2012","1000 ha","217012.1","A","Official figure",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2012","2012","%","80.38","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2012","2012","USD_PPP/ha","55.41","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2013","2013","1000 ha","216994.1","A","Official figure",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2013","2013","%","80.38","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2013","2013","USD_PPP/ha","63.26","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2014","2014","1000 ha","216799.4","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2014","2014","%","80.3","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2014","2014","USD_PPP/ha","64.08","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2015","2015","1000 ha","216259.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2015","2015","%","80.11","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2015","2015","USD_PPP/ha","67.13","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2016","2016","1000 ha","216242.1","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2016","2016","%","80.1","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2016","2016","USD_PPP/ha","71.96","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2017","2017","1000 ha","216213.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2017","2017","%","80.09","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2017","2017","USD_PPP/ha","75.67","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","216036.1","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2018","2018","%","80.02","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2018","2018","USD_PPP/ha","78.2","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2019","2019","1000 ha","213974.3","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2019","2019","%","79.26","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2019","2019","USD_PPP/ha","64.95","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","214149.2","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2020","2020","%","79.32","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2020","2020","USD_PPP/ha","68.89","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2021","2021","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2021","2021","%","79.37","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2021","2021","USD_PPP/ha","66.37","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2022","2022","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","398","Kazakhstan","7209","Share in Land area","6610","Agricultural land","2022","2022","%","79.37","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2022","2022","USD_PPP/ha","74.84","E","Estimated value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6610","Agricultural land","2023","2023","1000 ha","214265.7","I","Value imputed by a receiving agency",""
